seed,symmetric,fbank_size,ckpt_path,query_sim_only,query
1,True,16,results/ljts_triplet/random_1785953024.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 17, 1: 0, 2: 983}, 'n_both_nonempty': 983, 'n_ttest_run': 816, 'n_significant': {0.05: 210, 0.01: 153, 0.001: 101}, 'frac_significant': {0.05: 0.25735294117647056, 0.01: 0.1875, 0.001: 0.12377450980392157}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 26, 1: 3, 2: 971}, 'n_both_nonempty': 971, 'n_ttest_run': 971, 'n_significant': {0.05: 79, 0.01: 3, 0.001: 0}, 'frac_significant': {0.05: 0.08135942327497425, 0.01: 0.003089598352214212, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 17, 1: 0, 2: 983}, 'n_both_nonempty': 983, 'n_ttest_run': 816, 'n_significant': {0.05: 210, 0.01: 153, 0.001: 101}, 'frac_significant': {0.05: 0.25735294117647056, 0.01: 0.1875, 0.001: 0.12377450980392157}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 26, 1: 3, 2: 971}, 'n_both_nonempty': 971, 'n_ttest_run': 971, 'n_significant': {0.05: 79, 0.01: 3, 0.001: 0}, 'frac_significant': {0.05: 0.08135942327497425, 0.01: 0.003089598352214212, 0.001: 0.0}}}}"
2,True,16,results/ljts_triplet/random_1785953034.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 18, 1: 1, 2: 981}, 'n_both_nonempty': 981, 'n_ttest_run': 907, 'n_significant': {0.05: 301, 0.01: 235, 0.001: 175}, 'frac_significant': {0.05: 0.3318632855567806, 0.01: 0.25909592061742004, 0.001: 0.19294377067254687}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 38, 1: 4, 2: 958}, 'n_both_nonempty': 958, 'n_ttest_run': 958, 'n_significant': {0.05: 137, 0.01: 43, 0.001: 0}, 'frac_significant': {0.05: 0.1430062630480167, 0.01: 0.04488517745302714, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 18, 1: 1, 2: 981}, 'n_both_nonempty': 981, 'n_ttest_run': 907, 'n_significant': {0.05: 301, 0.01: 235, 0.001: 175}, 'frac_significant': {0.05: 0.3318632855567806, 0.01: 0.25909592061742004, 0.001: 0.19294377067254687}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 38, 1: 4, 2: 958}, 'n_both_nonempty': 958, 'n_ttest_run': 958, 'n_significant': {0.05: 137, 0.01: 43, 0.001: 0}, 'frac_significant': {0.05: 0.1430062630480167, 0.01: 0.04488517745302714, 0.001: 0.0}}}}"
0,True,32,results/ljts_triplet/random_1785953044.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 929, 'n_significant': {0.05: 542, 0.01: 429, 0.001: 275}, 'frac_significant': {0.05: 0.5834230355220668, 0.01: 0.46178686759956944, 0.001: 0.2960172228202368}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 8, 1: 0, 2: 992}, 'n_both_nonempty': 992, 'n_ttest_run': 984, 'n_significant': {0.05: 153, 0.01: 31, 0.001: 0}, 'frac_significant': {0.05: 0.15548780487804878, 0.01: 0.031504065040650404, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 929, 'n_significant': {0.05: 542, 0.01: 429, 0.001: 275}, 'frac_significant': {0.05: 0.5834230355220668, 0.01: 0.46178686759956944, 0.001: 0.2960172228202368}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 8, 1: 0, 2: 992}, 'n_both_nonempty': 992, 'n_ttest_run': 984, 'n_significant': {0.05: 153, 0.01: 31, 0.001: 0}, 'frac_significant': {0.05: 0.15548780487804878, 0.01: 0.031504065040650404, 0.001: 0.0}}}}"
1,True,32,results/ljts_triplet/random_1785953053.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 10, 1: 0, 2: 990}, 'n_both_nonempty': 990, 'n_ttest_run': 871, 'n_significant': {0.05: 340, 0.01: 247, 0.001: 139}, 'frac_significant': {0.05: 0.39035591274397247, 0.01: 0.2835820895522388, 0.001: 0.15958668197474168}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 25, 1: 0, 2: 975}, 'n_both_nonempty': 975, 'n_ttest_run': 975, 'n_significant': {0.05: 133, 0.01: 25, 0.001: 0}, 'frac_significant': {0.05: 0.13641025641025642, 0.01: 0.02564102564102564, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 10, 1: 0, 2: 990}, 'n_both_nonempty': 990, 'n_ttest_run': 871, 'n_significant': {0.05: 340, 0.01: 247, 0.001: 139}, 'frac_significant': {0.05: 0.39035591274397247, 0.01: 0.2835820895522388, 0.001: 0.15958668197474168}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 25, 1: 0, 2: 975}, 'n_both_nonempty': 975, 'n_ttest_run': 975, 'n_significant': {0.05: 133, 0.01: 25, 0.001: 0}, 'frac_significant': {0.05: 0.13641025641025642, 0.01: 0.02564102564102564, 0.001: 0.0}}}}"
2,True,32,results/ljts_triplet/random_1785953063.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 5, 1: 0, 2: 995}, 'n_both_nonempty': 995, 'n_ttest_run': 923, 'n_significant': {0.05: 509, 0.01: 414, 0.001: 235}, 'frac_significant': {0.05: 0.551462621885157, 0.01: 0.4485373781148429, 0.001: 0.25460455037919827}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 8, 1: 0, 2: 992}, 'n_both_nonempty': 992, 'n_ttest_run': 990, 'n_significant': {0.05: 134, 0.01: 20, 0.001: 0}, 'frac_significant': {0.05: 0.13535353535353536, 0.01: 0.020202020202020204, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 5, 1: 0, 2: 995}, 'n_both_nonempty': 995, 'n_ttest_run': 923, 'n_significant': {0.05: 509, 0.01: 414, 0.001: 235}, 'frac_significant': {0.05: 0.551462621885157, 0.01: 0.4485373781148429, 0.001: 0.25460455037919827}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 8, 1: 0, 2: 992}, 'n_both_nonempty': 992, 'n_ttest_run': 990, 'n_significant': {0.05: 134, 0.01: 20, 0.001: 0}, 'frac_significant': {0.05: 0.13535353535353536, 0.01: 0.020202020202020204, 0.001: 0.0}}}}"
0,True,64,results/ljts_triplet/random_1785953073.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 951, 'n_significant': {0.05: 406, 0.01: 329, 0.001: 224}, 'frac_significant': {0.05: 0.42691903259726605, 0.01: 0.3459516298633018, 0.001: 0.23554153522607782}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 14, 1: 0, 2: 986}, 'n_both_nonempty': 986, 'n_ttest_run': 979, 'n_significant': {0.05: 142, 0.01: 32, 0.001: 0}, 'frac_significant': {0.05: 0.14504596527068436, 0.01: 0.03268641470888662, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 951, 'n_significant': {0.05: 406, 0.01: 329, 0.001: 224}, 'frac_significant': {0.05: 0.42691903259726605, 0.01: 0.3459516298633018, 0.001: 0.23554153522607782}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 14, 1: 0, 2: 986}, 'n_both_nonempty': 986, 'n_ttest_run': 979, 'n_significant': {0.05: 142, 0.01: 32, 0.001: 0}, 'frac_significant': {0.05: 0.14504596527068436, 0.01: 0.03268641470888662, 0.001: 0.0}}}}"
1,True,64,results/ljts_triplet/random_1785953084.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 2, 1: 0, 2: 998}, 'n_both_nonempty': 998, 'n_ttest_run': 874, 'n_significant': {0.05: 352, 0.01: 265, 0.001: 172}, 'frac_significant': {0.05: 0.40274599542334094, 0.01: 0.30320366132723114, 0.001: 0.19679633867276888}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 6, 1: 0, 2: 994}, 'n_both_nonempty': 994, 'n_ttest_run': 993, 'n_significant': {0.05: 146, 0.01: 38, 0.001: 0}, 'frac_significant': {0.05: 0.1470292044310171, 0.01: 0.038267875125881166, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 2, 1: 0, 2: 998}, 'n_both_nonempty': 998, 'n_ttest_run': 874, 'n_significant': {0.05: 352, 0.01: 265, 0.001: 172}, 'frac_significant': {0.05: 0.40274599542334094, 0.01: 0.30320366132723114, 0.001: 0.19679633867276888}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 6, 1: 0, 2: 994}, 'n_both_nonempty': 994, 'n_ttest_run': 993, 'n_significant': {0.05: 146, 0.01: 38, 0.001: 0}, 'frac_significant': {0.05: 0.1470292044310171, 0.01: 0.038267875125881166, 0.001: 0.0}}}}"
2,True,64,results/ljts_triplet/random_1785953094.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 12, 1: 0, 2: 988}, 'n_both_nonempty': 988, 'n_ttest_run': 928, 'n_significant': {0.05: 436, 0.01: 327, 0.001: 254}, 'frac_significant': {0.05: 0.4698275862068966, 0.01: 0.35237068965517243, 0.001: 0.27370689655172414}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 16, 1: 0, 2: 984}, 'n_both_nonempty': 984, 'n_ttest_run': 980, 'n_significant': {0.05: 119, 0.01: 13, 0.001: 0}, 'frac_significant': {0.05: 0.12142857142857143, 0.01: 0.013265306122448979, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 12, 1: 0, 2: 988}, 'n_both_nonempty': 988, 'n_ttest_run': 928, 'n_significant': {0.05: 436, 0.01: 327, 0.001: 254}, 'frac_significant': {0.05: 0.4698275862068966, 0.01: 0.35237068965517243, 0.001: 0.27370689655172414}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 16, 1: 0, 2: 984}, 'n_both_nonempty': 984, 'n_ttest_run': 980, 'n_significant': {0.05: 119, 0.01: 13, 0.001: 0}, 'frac_significant': {0.05: 0.12142857142857143, 0.01: 0.013265306122448979, 0.001: 0.0}}}}"
0,True,128,results/ljts_triplet/random_1785953104.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 879, 'n_significant': {0.05: 537, 0.01: 442, 0.001: 304}, 'frac_significant': {0.05: 0.6109215017064846, 0.01: 0.502844141069397, 0.001: 0.34584755403868034}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 3, 1: 0, 2: 997}, 'n_both_nonempty': 997, 'n_ttest_run': 992, 'n_significant': {0.05: 168, 0.01: 39, 0.001: 0}, 'frac_significant': {0.05: 0.1693548387096774, 0.01: 0.03931451612903226, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 879, 'n_significant': {0.05: 537, 0.01: 442, 0.001: 304}, 'frac_significant': {0.05: 0.6109215017064846, 0.01: 0.502844141069397, 0.001: 0.34584755403868034}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 3, 1: 0, 2: 997}, 'n_both_nonempty': 997, 'n_ttest_run': 992, 'n_significant': {0.05: 168, 0.01: 39, 0.001: 0}, 'frac_significant': {0.05: 0.1693548387096774, 0.01: 0.03931451612903226, 0.001: 0.0}}}}"
1,True,128,results/ljts_triplet/random_1785953115.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 935, 'n_significant': {0.05: 479, 0.01: 378, 0.001: 263}, 'frac_significant': {0.05: 0.5122994652406417, 0.01: 0.4042780748663102, 0.001: 0.2812834224598931}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 7, 1: 0, 2: 993}, 'n_both_nonempty': 993, 'n_ttest_run': 987, 'n_significant': {0.05: 166, 0.01: 29, 0.001: 0}, 'frac_significant': {0.05: 0.16818642350557245, 0.01: 0.029381965552178316, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 935, 'n_significant': {0.05: 479, 0.01: 378, 0.001: 263}, 'frac_significant': {0.05: 0.5122994652406417, 0.01: 0.4042780748663102, 0.001: 0.2812834224598931}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 7, 1: 0, 2: 993}, 'n_both_nonempty': 993, 'n_ttest_run': 987, 'n_significant': {0.05: 166, 0.01: 29, 0.001: 0}, 'frac_significant': {0.05: 0.16818642350557245, 0.01: 0.029381965552178316, 0.001: 0.0}}}}"
2,True,128,results/ljts_triplet/random_1785953126.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 2, 1: 0, 2: 998}, 'n_both_nonempty': 998, 'n_ttest_run': 940, 'n_significant': {0.05: 559, 0.01: 405, 0.001: 219}, 'frac_significant': {0.05: 0.5946808510638298, 0.01: 0.4308510638297872, 0.001: 0.23297872340425532}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 2, 1: 0, 2: 998}, 'n_both_nonempty': 998, 'n_ttest_run': 997, 'n_significant': {0.05: 125, 0.01: 17, 0.001: 0}, 'frac_significant': {0.05: 0.12537612838515547, 0.01: 0.017051153460381142, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 2, 1: 0, 2: 998}, 'n_both_nonempty': 998, 'n_ttest_run': 940, 'n_significant': {0.05: 559, 0.01: 405, 0.001: 219}, 'frac_significant': {0.05: 0.5946808510638298, 0.01: 0.4308510638297872, 0.001: 0.23297872340425532}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 2, 1: 0, 2: 998}, 'n_both_nonempty': 998, 'n_ttest_run': 997, 'n_significant': {0.05: 125, 0.01: 17, 0.001: 0}, 'frac_significant': {0.05: 0.12537612838515547, 0.01: 0.017051153460381142, 0.001: 0.0}}}}"
0,True,256,results/ljts_triplet/random_1785953138.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 912, 'n_significant': {0.05: 527, 0.01: 464, 0.001: 333}, 'frac_significant': {0.05: 0.5778508771929824, 0.01: 0.5087719298245614, 0.001: 0.3651315789473684}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 2, 1: 0, 2: 998}, 'n_both_nonempty': 998, 'n_ttest_run': 998, 'n_significant': {0.05: 135, 0.01: 20, 0.001: 0}, 'frac_significant': {0.05: 0.13527054108216433, 0.01: 0.02004008016032064, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 912, 'n_significant': {0.05: 527, 0.01: 464, 0.001: 333}, 'frac_significant': {0.05: 0.5778508771929824, 0.01: 0.5087719298245614, 0.001: 0.3651315789473684}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 2, 1: 0, 2: 998}, 'n_both_nonempty': 998, 'n_ttest_run': 998, 'n_significant': {0.05: 135, 0.01: 20, 0.001: 0}, 'frac_significant': {0.05: 0.13527054108216433, 0.01: 0.02004008016032064, 0.001: 0.0}}}}"
1,True,256,results/ljts_triplet/random_1785953152.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 936, 'n_significant': {0.05: 608, 0.01: 509, 0.001: 337}, 'frac_significant': {0.05: 0.6495726495726496, 0.01: 0.5438034188034188, 0.001: 0.36004273504273504}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 2, 1: 0, 2: 998}, 'n_both_nonempty': 998, 'n_ttest_run': 997, 'n_significant': {0.05: 145, 0.01: 15, 0.001: 0}, 'frac_significant': {0.05: 0.14543630892678033, 0.01: 0.015045135406218655, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 936, 'n_significant': {0.05: 608, 0.01: 509, 0.001: 337}, 'frac_significant': {0.05: 0.6495726495726496, 0.01: 0.5438034188034188, 0.001: 0.36004273504273504}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 2, 1: 0, 2: 998}, 'n_both_nonempty': 998, 'n_ttest_run': 997, 'n_significant': {0.05: 145, 0.01: 15, 0.001: 0}, 'frac_significant': {0.05: 0.14543630892678033, 0.01: 0.015045135406218655, 0.001: 0.0}}}}"
2,True,256,results/ljts_triplet/random_1785953166.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 899, 'n_significant': {0.05: 560, 0.01: 488, 0.001: 355}, 'frac_significant': {0.05: 0.6229143492769744, 0.01: 0.542825361512792, 0.001: 0.39488320355951056}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 14, 1: 0, 2: 986}, 'n_both_nonempty': 986, 'n_ttest_run': 982, 'n_significant': {0.05: 147, 0.01: 16, 0.001: 0}, 'frac_significant': {0.05: 0.14969450101832993, 0.01: 0.016293279022403257, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 0, 1: 0, 2: 1000}, 'n_both_nonempty': 1000, 'n_ttest_run': 899, 'n_significant': {0.05: 560, 0.01: 488, 0.001: 355}, 'frac_significant': {0.05: 0.6229143492769744, 0.01: 0.542825361512792, 0.001: 0.39488320355951056}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 14, 1: 0, 2: 986}, 'n_both_nonempty': 986, 'n_ttest_run': 982, 'n_significant': {0.05: 147, 0.01: 16, 0.001: 0}, 'frac_significant': {0.05: 0.14969450101832993, 0.01: 0.016293279022403257, 0.001: 0.0}}}}"
0,False,2,results/ljts_triplet/random_1785953180.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 212, 1: 702, 2: 86}, 'n_both_nonempty': 86, 'n_ttest_run': 86, 'n_significant': {0.05: 0, 0.01: 0, 0.001: 0}, 'frac_significant': {0.05: 0.0, 0.01: 0.0, 0.001: 0.0}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 272, 1: 658, 2: 70}, 'n_both_nonempty': 70, 'n_ttest_run': 70, 'n_significant': {0.05: 0, 0.01: 0, 0.001: 0}, 'frac_significant': {0.05: 0.0, 0.01: 0.0, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 212, 1: 702, 2: 86}, 'n_both_nonempty': 86, 'n_ttest_run': 86, 'n_significant': {0.05: 0, 0.01: 0, 0.001: 0}, 'frac_significant': {0.05: 0.0, 0.01: 0.0, 0.001: 0.0}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 272, 1: 658, 2: 70}, 'n_both_nonempty': 70, 'n_ttest_run': 70, 'n_significant': {0.05: 0, 0.01: 0, 0.001: 0}, 'frac_significant': {0.05: 0.0, 0.01: 0.0, 0.001: 0.0}}}}"
1,False,2,results/ljts_triplet/random_1785953186.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 241, 1: 592, 2: 167}, 'n_both_nonempty': 167, 'n_ttest_run': 167, 'n_significant': {0.05: 82, 0.01: 82, 0.001: 0}, 'frac_significant': {0.05: 0.49101796407185627, 0.01: 0.49101796407185627, 0.001: 0.0}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 257, 1: 531, 2: 212}, 'n_both_nonempty': 212, 'n_ttest_run': 212, 'n_significant': {0.05: 93, 0.01: 0, 0.001: 0}, 'frac_significant': {0.05: 0.4386792452830189, 0.01: 0.0, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 241, 1: 592, 2: 167}, 'n_both_nonempty': 167, 'n_ttest_run': 167, 'n_significant': {0.05: 82, 0.01: 82, 0.001: 0}, 'frac_significant': {0.05: 0.49101796407185627, 0.01: 0.49101796407185627, 0.001: 0.0}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 257, 1: 531, 2: 212}, 'n_both_nonempty': 212, 'n_ttest_run': 212, 'n_significant': {0.05: 93, 0.01: 0, 0.001: 0}, 'frac_significant': {0.05: 0.4386792452830189, 0.01: 0.0, 0.001: 0.0}}}}"
2,False,2,results/ljts_triplet/random_1785953192.pth,"{'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 268, 1: 464, 2: 268}, 'n_both_nonempty': 268, 'n_ttest_run': 0, 'n_significant': {0.05: 0, 0.01: 0, 0.001: 0}, 'frac_significant': {0.05: 0.0, 0.01: 0.0, 0.001: 0.0}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 261, 1: 525, 2: 214}, 'n_both_nonempty': 214, 'n_ttest_run': 214, 'n_significant': {0.05: 0, 0.01: 0, 0.001: 0}, 'frac_significant': {0.05: 0.0, 0.01: 0.0, 0.001: 0.0}}}","{'sim_only': {'laptop (computer_dist)': {'n_pairs': 1000, 'n_max_trajs': 56, 'n_min_trajs': 448, 'n_nonempty_hist': {0: 268, 1: 464, 2: 268}, 'n_both_nonempty': 268, 'n_ttest_run': 0, 'n_significant': {0.05: 0, 0.01: 0, 0.001: 0}, 'frac_significant': {0.05: 0.0, 0.01: 0.0, 0.001: 0.0}}, 'upright (joint_up)': {'n_pairs': 1000, 'n_max_trajs': 560, 'n_min_trajs': 280, 'n_nonempty_hist': {0: 261, 1: 525, 2: 214}, 'n_both_nonempty': 214, 'n_ttest_run': 214, 'n_significant': {0.05: 0, 0.01: 0, 0.001: 0}, 'frac_significant': {0.05: 0.0, 0.01: 0.0, 0.001: 0.0}}}}"
